@RELATION svm_model
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {bumps,door,steps,speech,spcDoor,background,scream}

@DATA
0.010725,0.011620,2.568637,0.078133,0.179138,0.018874,0.004829,0.009485,-24.645066,2.613719,-0.159485,0.739613,-0.109553,0.426102,-0.103138,0.165032,0.021669,-0.001113,-0.042896,-0.089413,-0.002744,0.018148,0.002214,0.044691,0.010802,0.023169,0.012991,0.017110,0.044939,0.020342,0.006117,0.036891,0.089163,0.029048,0.001577,0.005521,0.266797,0.024597,0.033706,0.010427,0.003936,0.005111,1.454529,0.543440,0.358812,0.121799,0.088398,0.123492,0.073624,0.101566,0.095572,0.093277,0.104137,0.075830,0.110214,0.004566,0.001636,0.016711,0.004094,0.010423,0.009022,0.008664,0.013273,0.007635,0.004717,0.013741,0.017395,0.004360,steps
0.010486,0.004242,2.378637,0.073311,0.160867,0.041059,0.004097,0.019814,-25.015663,2.350333,-0.169622,0.645608,-0.132636,0.463419,0.098678,0.129770,0.027808,0.034045,-0.222819,0.072261,-0.109806,0.028705,0.004862,0.033923,0.010765,0.013759,0.013358,0.017184,0.037522,0.016001,0.011161,0.040785,0.097457,0.029537,0.002813,0.001728,0.326801,0.020008,0.036836,0.021928,0.004329,0.008441,1.878780,0.457043,0.251638,0.326375,0.201361,0.126976,0.235397,0.096234,0.085247,0.120610,0.230468,0.093180,0.115485,0.015218,0.002411,0.012275,0.005523,0.005759,0.005963,0.008843,0.014723,0.004254,0.004947,0.014424,0.056461,0.012833,steps
0.022185,0.002055,2.310130,0.116655,0.211822,0.065318,0.004649,0.019733,-26.645581,2.206596,-0.252224,0.492711,-0.233470,0.430337,-0.030446,0.044305,0.082144,-0.059339,0.013814,-0.046327,-0.008125,0.019235,0.003594,0.022170,0.009755,0.010350,0.011673,0.022075,0.039463,0.013426,0.009676,0.032606,0.053520,0.020131,0.006272,0.001516,0.605286,0.043881,0.057989,0.054697,0.004319,0.013748,2.722141,0.508983,0.489713,0.343235,0.178210,0.277100,0.171559,0.113609,0.153810,0.159341,0.166142,0.140967,0.068610,0.010399,0.003078,0.007728,0.007722,0.008348,0.006865,0.011895,0.026747,0.009654,0.008637,0.027246,0.025682,0.007946,steps
0.026643,0.003560,2.149499,0.128532,0.229461,0.062757,0.003026,0.018856,-25.663761,2.647786,-0.394836,0.146353,-0.084610,0.290985,-0.008365,0.336456,0.111663,0.016283,0.129452,0.040658,-0.030359,0.028648,0.004309,0.025534,0.015355,0.019337,0.014635,0.039407,0.037581,0.019307,0.005571,0.030779,0.104142,0.031317,0.006413,0.001752,0.651014,0.048793,0.055038,0.036384,0.002565,0.009204,2.059853,0.762259,0.404413,0.200661,0.193269,0.222891,0.120017,0.142914,0.048985,0.066901,0.103724,0.118573,0.063336,0.009355,0.002553,0.005332,0.005688,0.010787,0.006362,0.016889,0.018230,0.007532,0.003880,0.018980,0.083288,0.020657,steps
0.019633,0.006189,2.364276,0.086999,0.196269,0.019773,0.003040,0.025925,-24.864270,2.518484,-0.464370,0.519508,-0.279824,0.677419,0.127542,0.088225,-0.000343,0.170283,-0.146599,-0.137983,-0.051646,0.031565,0.003725,0.030528,0.013680,0.015432,0.009243,0.013871,0.046785,0.018272,0.007776,0.047266,0.172944,0.046381,0.002434,0.001648,0.292760,0.019346,0.024570,0.002649,0.002771,0.012136,1.028851,0.683282,0.226630,0.348638,0.203289,0.230584,0.232641,0.070134,0.081812,0.141662,0.047161,0.139345,0.097103,0.010195,0.002143,0.007798,0.005885,0.007931,0.004721,0.006451,0.018256,0.006741,0.003975,0.016603,0.041639,0.010865,steps
0.014826,0.006851,2.272066,0.107347,0.215924,0.023284,0.004850,0.008850,-25.885918,2.369509,-0.026456,0.684793,-0.020449,0.279854,-0.026283,0.373963,-0.011583,0.077914,-0.122565,0.045908,-0.014957,0.054328,0.002039,0.031408,0.013912,0.015746,0.012345,0.022374,0.028885,0.020682,0.013839,0.038114,0.311200,0.082986,0.000972,0.004662,0.668749,0.040076,0.053117,0.005547,0.004790,0.004374,2.147407,0.389976,0.220409,0.203653,0.127298,0.122264,0.182111,0.098438,0.082340,0.117474,0.157306,0.113156,0.062968,0.021088,0.001395,0.017775,0.006031,0.008383,0.006731,0.012943,0.014719,0.010686,0.008403,0.016793,0.131628,0.036249,steps
0.015363,0.008499,2.889459,0.084536,0.188235,0.043166,0.001769,0.015815,-23.785512,2.494702,-0.035649,0.439641,-0.126741,0.357468,0.154613,0.156518,0.112934,0.111228,0.097155,-0.010947,-0.078919,0.008344,0.006358,0.030516,0.029391,0.058742,0.062604,0.044566,0.042445,0.067929,0.014244,0.028778,0.009867,0.028343,0.001887,0.002972,0.204700,0.010313,0.017924,0.012143,0.000738,0.003714,0.811424,0.436500,0.261933,0.243338,0.120015,0.079561,0.057342,0.076124,0.081411,0.073851,0.043692,0.086966,0.070990,0.005364,0.002267,0.009949,0.013262,0.026758,0.029927,0.013662,0.011794,0.025423,0.005947,0.009738,0.006387,0.007754,steps
0.015090,0.009301,2.849344,0.086282,0.191847,0.033187,0.002436,0.015716,-23.759525,2.536674,0.031300,0.607877,-0.163284,0.450762,0.196079,0.034885,0.114115,0.012723,-0.029508,0.036179,-0.078346,0.017268,0.007236,0.036500,0.046239,0.058180,0.028287,0.007877,0.060553,0.020299,0.020583,0.033552,0.082368,0.032987,0.002390,0.003680,0.222391,0.018105,0.031382,0.008396,0.001625,0.005856,1.321444,0.225678,0.292284,0.143595,0.180963,0.097011,0.131066,0.115292,0.166840,0.118836,0.081911,0.095301,0.092052,0.008535,0.004026,0.015207,0.033541,0.026524,0.009380,0.003616,0.016169,0.005756,0.010939,0.018355,0.050228,0.009578,steps
0.015949,0.011650,2.873138,0.082720,0.189991,0.025682,0.001478,0.014614,-23.491040,2.867371,-0.036285,0.651454,-0.235754,0.325145,-0.003179,0.144245,-0.028884,-0.049482,-0.030373,-0.079173,-0.048432,0.016691,0.009618,0.028578,0.025508,0.022466,0.017237,0.022360,0.032015,0.020033,0.013887,0.056736,0.234722,0.063158,0.002448,0.005376,0.223434,0.017535,0.026384,0.009654,0.000625,0.003287,1.023705,0.316550,0.261126,0.246713,0.186401,0.093358,0.075850,0.071844,0.105978,0.110276,0.082564,0.134950,0.066043,0.006157,0.004105,0.007613,0.014955,0.009638,0.005784,0.008854,0.009666,0.010920,0.005585,0.028979,0.085796,0.021789,steps
0.016553,0.006244,2.629541,0.077318,0.184601,0.021771,0.002146,0.014883,-24.828939,3.147997,0.063320,0.448299,-0.102897,0.379870,0.006697,0.195521,0.195397,0.079083,0.109027,-0.066499,-0.037266,0.015210,0.006250,0.030930,0.032503,0.048686,0.038128,0.028472,0.036945,0.022292,0.034907,0.021846,0.016845,0.020331,0.003657,0.003669,0.275946,0.016427,0.027959,0.006175,0.001454,0.004282,1.151772,0.315388,0.238520,0.244961,0.162485,0.114300,0.092228,0.123685,0.071010,0.079677,0.071599,0.112975,0.064816,0.010372,0.003134,0.010289,0.016577,0.022015,0.017456,0.012880,0.019301,0.008296,0.022318,0.010858,0.009053,0.006258,steps
0.019441,0.004215,2.749018,0.086466,0.184689,0.046339,0.001677,0.022631,-24.339941,2.467919,-0.096253,0.462736,-0.189570,0.382688,-0.069894,0.155860,0.235130,0.125518,0.094134,-0.036241,-0.039646,0.011534,0.004797,0.029412,0.025788,0.059024,0.097687,0.028635,0.033061,0.045638,0.018523,0.020605,0.016794,0.036990,0.004159,0.001640,0.343454,0.020486,0.032730,0.018216,0.000832,0.008463,1.287351,0.434642,0.275823,0.196442,0.128285,0.113823,0.134305,0.107075,0.090040,0.095867,0.069549,0.089516,0.060707,0.004015,0.002010,0.014049,0.014477,0.026639,0.058337,0.013725,0.016206,0.033825,0.005301,0.012213,0.005950,0.013182,steps
0.025024,0.006914,2.002925,0.087940,0.164839,0.153529,0.002083,0.031967,-24.388344,2.060022,-0.093983,0.248614,-0.232615,-0.014226,0.182001,0.328627,0.124482,0.054390,-0.118871,0.047226,0.109636,0.028407,0.003499,0.051791,0.041242,0.026765,0.011153,0.023372,0.028046,0.019246,0.010283,0.029071,0.018047,0.018982,0.006931,0.005403,0.729072,0.024022,0.043785,0.098157,0.001623,0.017339,1.874467,0.261427,0.232174,0.205073,0.158143,0.208366,0.166837,0.064285,0.076428,0.100205,0.119596,0.072515,0.174995,0.011249,0.001015,0.021692,0.022291,0.023994,0.003011,0.016253,0.010918,0.011172,0.004461,0.011145,0.007903,0.005284,steps
0.032528,0.001727,2.206785,0.129728,0.221682,0.078656,0.002825,0.021523,-27.869516,1.729146,-0.400904,0.581121,-0.326772,0.402493,-0.002712,0.161376,-0.027621,0.124240,0.062166,-0.024816,0.031562,0.015575,0.001387,0.027189,0.008136,0.007909,0.006500,0.084320,0.034717,0.032517,0.004293,0.036078,0.029411,0.027747,0.010353,0.001609,0.556075,0.058185,0.070374,0.064887,0.001845,0.016780,2.849697,0.466835,0.713307,0.257648,0.337310,0.131493,0.119974,0.132439,0.136590,0.099644,0.062195,0.083119,0.109233,0.009554,0.000912,0.009158,0.005283,0.004946,0.004124,0.044001,0.008830,0.022377,0.002197,0.019147,0.019622,0.011121,steps
0.017321,0.012740,2.528471,0.100202,0.192616,0.099315,0.003859,0.015747,-24.058534,2.015375,0.069431,0.518201,-0.137721,0.362831,-0.029508,0.176594,-0.025519,0.147199,0.035646,-0.070691,-0.067384,0.017179,0.002614,0.052196,0.091446,0.063370,0.023294,0.015170,0.051115,0.009947,0.006776,0.028948,0.016320,0.036194,0.004256,0.006101,0.277242,0.030420,0.045802,0.044165,0.003051,0.009163,1.883779,0.217772,0.466526,0.194124,0.203994,0.080278,0.084628,0.061743,0.132145,0.083672,0.043188,0.097493,0.050603,0.010332,0.001029,0.025185,0.046437,0.028425,0.010124,0.004273,0.032712,0.006398,0.003161,0.014742,0.007256,0.007763,steps
0.034272,0.003333,2.552479,0.139963,0.249240,0.065388,0.001804,0.016811,-25.646291,2.114511,-0.290052,0.481381,-0.138582,0.357880,-0.014512,0.146616,0.025107,0.017662,0.091715,0.157512,-0.027703,0.021033,0.001174,0.050012,0.011892,0.012541,0.016712,0.022897,0.035726,0.016145,0.006820,0.028629,0.019486,0.017734,0.008507,0.001564,0.407090,0.046390,0.044842,0.031314,0.000976,0.008572,1.699279,0.317001,0.326444,0.164777,0.339329,0.100102,0.121813,0.082662,0.109639,0.080170,0.056053,0.087374,0.085048,0.020236,0.000399,0.011741,0.006424,0.007633,0.009370,0.009808,0.008856,0.005625,0.003446,0.010212,0.012415,0.004949,steps
0.031707,0.010071,2.466537,0.115602,0.214291,0.064171,0.001901,0.015693,-24.726572,1.802782,0.065323,0.751522,-0.307513,0.301576,-0.196277,0.215510,-0.029660,0.168220,-0.010099,-0.010080,0.027913,0.019977,0.001656,0.047434,0.015036,0.008840,0.008867,0.021758,0.034630,0.020415,0.007440,0.066976,0.081517,0.029225,0.010750,0.007291,0.285847,0.045943,0.057279,0.022740,0.000988,0.007731,2.144430,0.364626,0.313523,0.180777,0.181277,0.128168,0.142023,0.136092,0.076082,0.081013,0.100730,0.046522,0.063649,0.014639,0.000782,0.013815,0.006756,0.004242,0.002386,0.009215,0.017014,0.012053,0.002106,0.020585,0.029940,0.005168,steps
0.023697,0.009265,2.171474,0.100589,0.201140,0.084271,0.002764,0.022504,-25.199002,2.125071,-0.049192,0.537221,-0.360368,0.194823,0.083089,0.235209,0.113212,0.125205,0.161150,0.183317,-0.064056,0.022173,0.001492,0.061701,0.061604,0.020170,0.017609,0.022653,0.038379,0.017275,0.005418,0.032076,0.019527,0.025553,0.006124,0.006986,0.444913,0.033941,0.043407,0.061729,0.001982,0.018831,1.703555,0.574604,0.353440,0.275220,0.251936,0.096996,0.128668,0.199065,0.091052,0.086489,0.073946,0.076556,0.071830,0.016969,0.001123,0.024610,0.040414,0.007688,0.005691,0.008666,0.017243,0.009899,0.001778,0.012571,0.009301,0.008256,steps
0.024427,0.006136,2.667611,0.111009,0.205573,0.092908,0.001947,0.021789,-24.702386,2.057305,0.245738,0.452558,-0.431927,0.321998,-0.050015,0.181660,-0.087072,0.098696,0.016998,0.085579,-0.107650,0.026963,0.004282,0.046785,0.009433,0.012080,0.013887,0.031697,0.031724,0.013311,0.009469,0.050090,0.081995,0.029418,0.007949,0.002957,0.254996,0.036195,0.051787,0.028653,0.001470,0.009961,2.083903,0.233575,0.348921,0.325147,0.290435,0.185161,0.133217,0.063510,0.105716,0.075198,0.139186,0.073182,0.069161,0.016105,0.001790,0.016195,0.004505,0.002882,0.006197,0.017727,0.015143,0.007421,0.004332,0.016296,0.025991,0.005335,steps
0.030571,0.005772,2.310778,0.098252,0.189044,0.075511,0.002022,0.026763,-25.093389,2.216617,-0.471811,0.447225,-0.134888,0.320323,-0.079504,0.177063,-0.114887,0.068796,0.124151,-0.035176,0.047775,0.031824,0.002071,0.043932,0.019920,0.018302,0.021859,0.058320,0.020582,0.040180,0.005423,0.048675,0.020256,0.023316,0.004321,0.004349,0.446296,0.038758,0.047081,0.048425,0.001191,0.012071,1.808550,0.451792,0.441248,0.397398,0.170772,0.113907,0.190934,0.160325,0.085452,0.079164,0.100417,0.077807,0.052242,0.013254,0.001704,0.014684,0.009991,0.007590,0.005499,0.030769,0.011110,0.012516,0.002939,0.016116,0.007064,0.007259,steps
0.029591,0.000613,2.344377,0.119018,0.188264,0.329764,0.003380,0.062896,-27.294462,1.473654,-0.213297,0.258337,-0.272134,0.095578,-0.095620,0.303280,-0.085796,0.201033,0.037439,0.036834,-0.042122,0.008682,0.002702,0.010985,0.016295,0.012539,0.010193,0.247248,0.006067,0.009191,0.004470,0.019989,0.015881,0.066589,0.003983,0.000575,0.679885,0.044036,0.075888,0.207324,0.003476,0.041239,3.353482,0.310507,0.472554,0.354853,0.324119,0.179160,0.107874,0.139718,0.293293,0.158664,0.136852,0.089828,0.095799,0.004810,0.001859,0.003738,0.006281,0.008369,0.004163,0.220771,0.002206,0.005022,0.002496,0.009558,0.010418,0.060491,steps
0.027547,0.000815,2.733646,0.139896,0.254548,0.059431,0.002589,0.013044,-28.286032,1.927105,0.223136,0.494164,-0.299947,0.100336,-0.024906,0.114460,-0.061887,0.077621,0.082095,0.078686,0.014245,0.009844,0.001476,0.037630,0.008182,0.007440,0.018502,0.025733,0.041907,0.024957,0.004202,0.049234,0.015027,0.021084,0.004197,0.000705,0.263478,0.042868,0.049079,0.025637,0.001024,0.012381,1.828618,0.598728,0.412826,0.296397,0.219168,0.219558,0.126022,0.099607,0.082410,0.062360,0.077789,0.058890,0.067077,0.003716,0.001076,0.014550,0.006248,0.005291,0.013940,0.023638,0.022859,0.019465,0.001179,0.021958,0.010648,0.006800,steps
0.023512,0.002408,2.654767,0.135810,0.242846,0.087757,0.003058,0.015091,-27.214786,2.006366,-0.181555,0.543629,0.074413,0.491152,0.126813,0.271367,0.111917,0.105602,0.184820,0.068285,0.020179,0.014112,0.001437,0.024937,0.019901,0.022262,0.014311,0.013411,0.066095,0.009086,0.005705,0.021826,0.009350,0.021301,0.005797,0.001429,0.376100,0.036178,0.057587,0.062498,0.002357,0.013076,2.134323,0.284485,0.530578,0.153996,0.094609,0.161575,0.098422,0.087785,0.125226,0.102525,0.113022,0.148936,0.108641,0.009407,0.000927,0.012920,0.016157,0.012182,0.006551,0.009420,0.036238,0.005799,0.004538,0.014220,0.006710,0.006768,steps
0.025773,0.002344,2.201286,0.096179,0.172994,0.181244,0.002236,0.046226,-25.522491,1.813889,0.221911,0.454387,-0.321871,0.307435,-0.277201,0.180278,-0.027749,0.160359,0.117745,0.102955,-0.012058,0.035662,0.003464,0.035509,0.055855,0.027162,0.027188,0.019746,0.027605,0.015289,0.008115,0.017234,0.015855,0.021835,0.004459,0.001707,0.749859,0.029017,0.057130,0.111508,0.001373,0.034146,2.572461,0.307886,0.240738,0.242363,0.380094,0.219239,0.196953,0.147192,0.084009,0.193205,0.134577,0.102469,0.061246,0.035296,0.001892,0.015677,0.033624,0.020833,0.014594,0.009954,0.019813,0.007585,0.003805,0.005228,0.006560,0.011955,steps
0.023723,0.006907,2.676653,0.071048,0.136648,0.085500,0.000927,0.032642,-22.932840,2.854983,-0.563920,0.017484,-0.395750,0.464836,-0.153293,-0.043402,-0.093332,0.207415,0.047939,0.113134,0.151742,0.023728,0.004305,0.021899,0.016569,0.015440,0.011442,0.021567,0.026379,0.013916,0.013250,0.024648,0.014967,0.010673,0.003467,0.001665,0.232604,0.011024,0.021314,0.026230,0.000517,0.004227,0.834676,0.299069,0.168353,0.126633,0.119967,0.051813,0.095456,0.089224,0.092738,0.143511,0.059860,0.040175,0.044599,0.008276,0.002796,0.008269,0.015070,0.005188,0.005342,0.003487,0.009622,0.006867,0.003567,0.005779,0.007053,0.002736,steps
0.018996,0.006810,2.555071,0.055948,0.127702,0.042648,0.001126,0.028125,-22.982636,3.062391,-0.674065,-0.022636,-0.278311,0.234756,-0.149819,0.132177,-0.266666,0.062266,0.009985,-0.021728,-0.074339,0.010218,0.006293,0.022122,0.016680,0.016776,0.014813,0.015719,0.030694,0.009325,0.021356,0.015083,0.011719,0.009721,0.003449,0.002013,0.248470,0.006802,0.013393,0.020784,0.000509,0.002631,0.536757,0.162984,0.221703,0.203868,0.057806,0.095843,0.046696,0.108758,0.062061,0.077587,0.067132,0.123846,0.077928,0.002807,0.001987,0.009577,0.004603,0.005778,0.003161,0.003801,0.010438,0.003198,0.011279,0.002485,0.003890,0.002600,steps
0.023791,0.005814,2.334048,0.070527,0.151840,0.062485,0.001171,0.033209,-23.021644,2.624648,-0.421226,0.278391,-0.494454,0.454718,0.012433,0.202514,-0.068498,0.097465,0.072585,-0.075279,-0.061821,0.017311,0.011311,0.028420,0.018316,0.011933,0.010395,0.021761,0.019991,0.015467,0.016708,0.025014,0.023908,0.011970,0.003457,0.002585,0.257453,0.009929,0.019511,0.017774,0.000803,0.006254,0.979168,0.146083,0.127920,0.114877,0.243069,0.170972,0.059443,0.086391,0.106715,0.069651,0.059818,0.081667,0.106148,0.005957,0.004535,0.017917,0.007406,0.007494,0.004549,0.010227,0.013482,0.005754,0.008649,0.003275,0.007990,0.003876,steps
0.022333,0.018191,2.296424,0.075502,0.135916,0.159939,0.001317,0.031150,-22.596224,1.908780,0.080355,0.094556,-0.373141,-0.020532,0.083423,0.336573,0.178026,0.099417,0.045350,0.100479,0.092754,0.017951,0.002626,0.034981,0.026035,0.022306,0.009743,0.040002,0.033170,0.025049,0.017353,0.033542,0.016698,0.017600,0.005118,0.005544,0.279355,0.012526,0.025608,0.092768,0.000640,0.015734,1.232766,0.399915,0.148024,0.365316,0.166230,0.090665,0.262618,0.098325,0.118637,0.078592,0.095197,0.072941,0.081128,0.005921,0.001409,0.017456,0.015451,0.010998,0.005868,0.014596,0.011344,0.012079,0.012895,0.009337,0.006799,0.003341,steps
0.022896,0.004576,2.598216,0.054588,0.113110,0.062924,0.001182,0.035386,-23.132888,2.720419,-0.485941,-0.282555,-0.307326,0.375174,-0.223219,-0.148349,-0.115068,0.051210,0.206132,-0.027669,-0.033268,0.015786,0.003491,0.012106,0.006252,0.013375,0.007094,0.013693,0.022329,0.012404,0.012233,0.018783,0.013047,0.006780,0.001647,0.001512,0.404823,0.003196,0.006472,0.018901,0.000414,0.005297,0.486840,0.268152,0.218123,0.194901,0.095435,0.109176,0.104748,0.076945,0.070468,0.074827,0.102746,0.099503,0.149864,0.005455,0.001816,0.005787,0.002202,0.002161,0.003118,0.003926,0.007771,0.003766,0.005409,0.011392,0.003669,0.002301,steps
0.023567,0.010660,2.351489,0.070128,0.112780,0.188642,0.000888,0.037241,-22.281892,1.808002,0.069336,-0.051106,-0.437711,-0.071238,0.086681,0.243173,-0.023790,0.103423,-0.011536,0.064164,-0.023919,0.016753,0.006183,0.031491,0.010387,0.014101,0.007125,0.011156,0.033039,0.021260,0.009473,0.024881,0.014990,0.012145,0.004426,0.004015,0.268379,0.008364,0.012486,0.064192,0.000701,0.015544,0.366694,0.218872,0.055997,0.155851,0.109097,0.107273,0.147495,0.095611,0.088654,0.078540,0.091645,0.097435,0.042782,0.006351,0.004857,0.008332,0.003472,0.005907,0.004150,0.002928,0.011627,0.006470,0.003638,0.006529,0.005129,0.003377,steps
0.017397,0.002424,2.018885,0.076244,0.147470,0.040413,0.004345,0.025766,-26.791017,2.527382,-0.258387,0.395581,-0.395074,0.293731,-0.226093,-0.183959,0.058835,0.044298,0.151253,0.078670,0.009853,0.017030,0.001633,0.033478,0.010862,0.007976,0.008226,0.040665,0.034780,0.022009,0.007778,0.030650,0.024420,0.020600,0.002572,0.001808,0.585344,0.028143,0.054479,0.011652,0.004182,0.011763,2.868951,0.374635,0.276204,0.200388,0.270602,0.142568,0.098751,0.098030,0.099918,0.167491,0.107689,0.112899,0.083668,0.008881,0.000823,0.015026,0.005376,0.003763,0.004318,0.020095,0.023286,0.014724,0.003844,0.013717,0.013032,0.006707,steps
0.025900,0.001766,2.354894,0.112188,0.214789,0.032468,0.002841,0.015262,-26.760292,2.802603,-0.102372,0.578960,-0.320750,0.176818,-0.196735,0.116110,-0.120100,-0.031127,0.000125,0.067834,0.017366,0.020938,0.003425,0.040675,0.013414,0.014510,0.014641,0.012430,0.052868,0.016730,0.011111,0.016972,0.020891,0.017590,0.006443,0.001301,0.381183,0.043112,0.053465,0.014823,0.001874,0.010252,2.086514,0.500388,0.427719,0.159559,0.110879,0.097865,0.085899,0.098756,0.095303,0.114419,0.096132,0.050585,0.069980,0.008817,0.001934,0.012243,0.006757,0.008781,0.004222,0.002918,0.028012,0.005228,0.004422,0.005122,0.008872,0.006197,steps
0.022043,0.002966,1.811292,0.097883,0.171791,0.080417,0.003995,0.035639,-26.115072,2.141985,-0.450987,0.300851,-0.682016,0.207570,-0.426886,-0.131667,-0.042467,0.188437,-0.135850,0.093875,0.029517,0.006890,0.003308,0.022597,0.006366,0.004361,0.006577,0.012087,0.052560,0.012297,0.004184,0.020578,0.014939,0.015823,0.005042,0.001743,0.709326,0.039118,0.059471,0.026962,0.003594,0.017001,2.514214,0.294552,0.355251,0.212575,0.256482,0.193235,0.165381,0.092503,0.074185,0.031512,0.129958,0.095638,0.112191,0.002529,0.001442,0.012974,0.002111,0.002230,0.003232,0.007504,0.025769,0.005955,0.001342,0.013102,0.003861,0.007298,steps
0.035302,0.001836,1.947794,0.103520,0.195229,0.083448,0.002621,0.021601,-27.239346,2.699642,-0.531357,0.068978,-0.344536,0.019542,-0.112142,-0.024065,-0.079729,0.099391,-0.049997,-0.048122,0.037048,0.012905,0.002542,0.020827,0.009175,0.011017,0.006172,0.036090,0.034586,0.021769,0.005135,0.028783,0.019313,0.015253,0.011976,0.001653,0.699449,0.049383,0.070210,0.082624,0.002580,0.015022,2.958099,0.768947,0.418895,0.386171,0.190152,0.078718,0.199779,0.161789,0.116253,0.166428,0.185109,0.160229,0.087662,0.008133,0.001509,0.012029,0.004640,0.008321,0.001827,0.026890,0.017379,0.010820,0.004386,0.018349,0.010187,0.009852,steps
0.030283,0.003409,2.168375,0.115361,0.216346,0.037126,0.002667,0.010353,-27.628199,3.442389,0.211275,0.390836,-0.254731,0.023536,-0.271090,-0.031418,0.048066,-0.072934,-0.009960,-0.000159,0.057961,0.015482,0.003591,0.015339,0.013347,0.010649,0.013614,0.012734,0.049687,0.030834,0.010172,0.038777,0.050810,0.020295,0.010004,0.002396,0.647634,0.049968,0.055370,0.024799,0.002458,0.003714,1.725652,0.776824,0.060610,0.134121,0.097886,0.053731,0.062086,0.088888,0.059863,0.110563,0.149859,0.079754,0.080211,0.006500,0.001605,0.005144,0.003779,0.004161,0.005415,0.003254,0.018562,0.010954,0.004161,0.025785,0.031109,0.008133,steps
0.016201,0.003902,2.252791,0.088536,0.177823,0.029139,0.003197,0.013081,-26.964299,2.826810,-0.017216,0.287927,-0.373754,0.313637,0.060012,0.048243,0.067761,-0.011076,-0.093408,0.011070,-0.163950,0.019782,0.003336,0.044438,0.010639,0.010716,0.009475,0.018036,0.036499,0.023652,0.008351,0.049106,0.060906,0.023795,0.003848,0.003081,0.499964,0.045899,0.062705,0.015316,0.002073,0.006129,2.679724,0.612577,0.221341,0.185744,0.211600,0.123913,0.118526,0.086742,0.061631,0.041113,0.127260,0.087606,0.103393,0.013443,0.001615,0.006545,0.006248,0.006491,0.007653,0.007180,0.021051,0.009178,0.004488,0.018091,0.030380,0.006810,steps
0.019655,0.002371,2.279433,0.080459,0.167983,0.023552,0.002818,0.014532,-27.047804,2.949454,-0.022007,0.523225,-0.337168,0.122827,0.033757,0.041614,0.047735,-0.128109,-0.120900,-0.123380,0.046030,0.012847,0.002393,0.037811,0.016195,0.022352,0.008867,0.011377,0.039669,0.013787,0.007629,0.039298,0.017051,0.019233,0.004372,0.001555,0.215129,0.035790,0.051772,0.010557,0.001885,0.007120,2.265853,0.746020,0.311777,0.224271,0.106906,0.161964,0.126123,0.094722,0.077435,0.088112,0.157841,0.100864,0.061432,0.005558,0.001259,0.010149,0.008752,0.010581,0.007196,0.004620,0.023377,0.009843,0.003982,0.021627,0.013676,0.004067,steps
