@RELATION svm_model
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {bumps,door,steps,speech,spcDoor,background,scream}

@DATA
0.087253,0.007552,2.467796,0.152421,0.147528,1.018303,0.000262,0.149792,-23.066340,-0.308277,-0.682621,-0.102687,-0.305269,0.457069,0.570194,0.072396,-0.220142,-0.091540,0.135736,-0.065530,0.013414,0.002459,0.003756,0.001899,0.001864,0.004971,0.005339,0.007416,0.002609,0.006175,0.001597,0.005439,0.006133,0.003068,0.012179,0.005464,0.360017,0.009037,0.010342,0.178541,0.000107,0.011112,1.420450,0.585183,0.148874,0.094223,0.062117,0.045261,0.058165,0.060806,0.087077,0.058225,0.076493,0.096313,0.066578,0.001652,0.001428,0.001049,0.001092,0.003637,0.003583,0.002831,0.000749,0.006713,0.001040,0.001911,0.005345,0.000805,bumps
0.034117,0.018022,2.549992,0.089514,0.132722,0.163614,0.000990,0.033250,-21.903653,1.967220,-0.102770,0.458270,-0.048487,0.150841,0.070299,-0.064939,-0.230395,0.004019,0.144930,0.081571,0.026784,0.134895,0.005620,0.116234,0.093950,0.038502,0.009265,0.023211,0.001985,0.025150,0.003770,0.024312,0.035776,0.047826,0.005171,0.005469,0.159261,0.002104,0.003176,0.045875,0.000279,0.011305,0.684652,0.211635,0.022379,0.011240,0.046157,0.075236,0.047075,0.060319,0.007913,0.006697,0.051552,0.016132,0.062041,0.027004,0.001728,0.028692,0.008960,0.005954,0.001315,0.003658,0.000454,0.003511,0.001573,0.003883,0.007814,0.006247,bumps
0.034403,0.014506,2.834259,0.093305,0.133333,0.210125,0.000997,0.039158,-22.436329,1.863541,-0.213896,0.296676,-0.134411,0.027334,0.182313,0.109300,0.158653,0.103087,-0.059563,-0.015466,0.062824,0.107770,0.004844,0.086135,0.074622,0.018168,0.007295,0.034241,0.004487,0.021985,0.002857,0.021716,0.025681,0.038287,0.007575,0.009027,0.142514,0.006939,0.002988,0.098313,0.000278,0.017532,1.112236,0.281132,0.060544,0.094087,0.056957,0.113350,0.077777,0.098987,0.112873,0.078197,0.018625,0.017997,0.086823,0.047460,0.002534,0.054224,0.023827,0.005544,0.002385,0.016814,0.002339,0.014453,0.001331,0.014060,0.005610,0.014386,bumps
0.029332,0.028760,2.530204,0.087895,0.128418,0.240564,0.002224,0.039560,-24.608222,1.313293,-0.480514,0.535706,0.115217,0.052931,-0.021854,-0.056822,0.176001,0.092133,0.109641,0.078467,0.197698,0.033339,0.000829,0.014386,0.016930,0.020783,0.003700,0.047610,0.002302,0.014827,0.001864,0.028482,0.032346,0.021117,0.009155,0.013374,0.293591,0.013212,0.015122,0.152495,0.001971,0.023957,1.431109,0.371799,0.170905,0.214834,0.135649,0.072548,0.094776,0.052878,0.064619,0.056325,0.047809,0.049132,0.074316,0.024274,0.000533,0.014651,0.011482,0.017181,0.001239,0.027337,0.001329,0.011657,0.001141,0.009350,0.020267,0.008884,door
0.036086,0.012257,2.777915,0.098116,0.128992,0.198585,0.000714,0.052167,-23.276702,1.039544,-0.655445,0.439790,-0.040137,0.187283,0.121677,-0.226979,0.120834,0.270750,0.121159,0.140640,0.172527,0.008686,0.002170,0.007308,0.015657,0.004158,0.004422,0.078424,0.001400,0.234768,0.003798,0.028695,0.013773,0.071393,0.003539,0.009108,0.155005,0.003754,0.003145,0.025961,0.000209,0.001595,0.931185,0.033199,0.071623,0.025074,0.054685,0.059169,0.035601,0.017482,0.052790,0.070181,0.057785,0.017194,0.027138,0.002897,0.000460,0.002063,0.002749,0.001427,0.000370,0.025967,0.000617,0.056641,0.000191,0.008538,0.007389,0.010349,door
0.026988,0.010951,2.757959,0.097692,0.150404,0.107429,0.002034,0.015494,-26.475098,1.764292,-0.440616,0.449958,-0.007316,-0.067014,0.214212,0.143040,0.232622,0.294881,0.190827,0.192164,0.115992,0.028987,0.000701,0.017232,0.019685,0.019403,0.004216,0.057073,0.002353,0.065147,0.002943,0.036053,0.047898,0.025847,0.007654,0.011559,0.252961,0.012069,0.016868,0.057379,0.000905,0.015976,1.075918,0.165322,0.079738,0.078993,0.120280,0.092379,0.092206,0.051587,0.040748,0.075811,0.075644,0.059228,0.045997,0.013033,0.000477,0.015196,0.010885,0.008947,0.003661,0.025031,0.000931,0.035044,0.002168,0.010053,0.011640,0.005275,door
0.043963,0.006158,2.882852,0.101708,0.133862,0.302020,0.000720,0.071494,-23.558379,0.919765,-0.420167,0.643102,0.164720,0.077423,-0.023490,0.014814,0.041172,0.092897,0.147091,0.160767,0.225686,0.031447,0.001279,0.017599,0.022897,0.011347,0.012716,0.045313,0.002428,0.021171,0.003633,0.023716,0.054480,0.020007,0.002981,0.004717,0.202433,0.008478,0.008577,0.050140,0.000393,0.006814,0.710289,0.147666,0.128712,0.052876,0.136388,0.043419,0.037889,0.105585,0.026563,0.053620,0.039666,0.059175,0.015131,0.008824,0.000213,0.006917,0.007074,0.003972,0.002454,0.021303,0.000369,0.010435,0.001250,0.007365,0.012433,0.004221,door
0.020004,0.033078,2.652848,0.090386,0.152418,0.072374,0.002469,0.011539,-24.567350,1.640814,-0.570508,0.652648,0.405144,0.209690,0.163263,-0.142271,0.112625,0.210956,0.232299,0.145705,0.317446,0.040584,0.000704,0.012762,0.020465,0.010348,0.004386,0.108278,0.002581,0.090709,0.004690,0.062056,0.061542,0.045553,0.007900,0.029713,0.465799,0.013973,0.026694,0.051950,0.000583,0.012645,1.338956,0.416633,0.185994,0.061489,0.079570,0.092658,0.068605,0.103031,0.082178,0.063288,0.086441,0.066368,0.089672,0.020670,0.000424,0.006207,0.007938,0.008977,0.002664,0.057374,0.001034,0.068154,0.003740,0.034106,0.025327,0.010305,door
0.010461,0.031036,2.589240,0.080652,0.159839,0.027625,0.004044,0.003608,-25.657043,2.242915,-0.091349,0.572963,0.115380,0.195627,0.024346,0.120579,0.256979,0.204856,0.195241,0.077601,0.039549,0.063610,0.000766,0.042425,0.035952,0.024655,0.008686,0.078863,0.001928,0.035477,0.004113,0.035601,0.053397,0.030031,0.003392,0.012405,0.203449,0.015542,0.026284,0.007436,0.001050,0.000563,0.550266,0.088500,0.048561,0.060143,0.082887,0.040792,0.060078,0.027562,0.048353,0.026929,0.044038,0.025479,0.019042,0.024504,0.000290,0.010362,0.006950,0.008002,0.002336,0.028232,0.000698,0.007251,0.001707,0.008671,0.009742,0.005742,door
0.035670,0.039970,2.048070,0.095675,0.116016,0.175372,0.000000,0.055167,-21.357392,0.678324,-0.504207,0.789074,0.286224,0.139222,0.011759,-0.057763,0.351316,0.375396,0.193939,0.246193,0.267140,0.015489,0.000311,0.013006,0.011592,0.013019,0.008449,0.211006,0.004922,0.057763,0.003022,0.018828,0.011182,0.056151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,door
0.084093,0.017619,2.865604,0.128655,0.119503,0.723146,0.000965,0.091977,-22.994532,-0.023929,0.333183,0.020701,0.150111,-0.003273,0.242854,-0.145081,0.015557,0.261009,0.177395,-0.022946,0.092653,0.044130,0.001307,0.007496,0.005905,0.004747,0.002500,0.049923,0.003854,0.033003,0.006776,0.066485,0.159554,0.051178,0.017680,0.006650,0.155528,0.012829,0.018091,0.223847,0.000667,0.034761,0.329683,0.574835,0.148732,0.265905,0.211427,0.169368,0.166172,0.129473,0.141195,0.138070,0.095515,0.050203,0.081176,0.036747,0.000716,0.006527,0.002926,0.003642,0.001575,0.033898,0.001849,0.018138,0.004394,0.038068,0.126796,0.027820,door
0.134095,0.004079,2.332723,0.213462,0.165765,1.710449,0.000189,0.315026,-24.349316,-0.407292,0.557726,0.525232,0.087883,0.533598,0.078827,0.256126,-0.185781,-0.050650,0.066797,0.018536,0.295314,0.008799,0.002918,0.005088,0.005319,0.008838,0.011088,0.018737,0.005252,0.014739,0.003148,0.007070,0.005391,0.005573,0.034254,0.001504,0.253229,0.005720,0.003732,0.174474,0.000178,0.038895,0.893533,0.287969,0.178562,0.079065,0.093226,0.117668,0.100088,0.119315,0.050901,0.120089,0.028883,0.063018,0.058372,0.003851,0.001260,0.002501,0.002272,0.007605,0.008782,0.014889,0.002047,0.010823,0.001554,0.005103,0.003914,0.004338,door
0.021453,0.024446,2.553599,0.073437,0.161845,0.114099,0.002994,0.030455,-28.370556,3.935946,0.967071,0.595537,0.116028,0.448142,0.159649,0.007663,-0.054574,-0.028833,-0.013839,0.106847,0.030104,0.018733,0.007266,0.030644,0.051302,0.143596,0.068791,0.049615,0.015305,0.024577,0.025863,0.041570,0.030292,0.045129,0.016298,0.023646,0.209934,0.025377,0.017207,0.192633,0.000931,0.045057,2.438756,0.536774,0.094621,0.054552,0.200027,0.080790,0.100433,0.095915,0.086102,0.089797,0.064298,0.072365,0.042637,0.007645,0.003601,0.010396,0.031929,0.057431,0.046001,0.017278,0.005339,0.006740,0.009056,0.017297,0.015807,0.012530,door
0.080171,0.001710,1.673117,0.178043,0.155523,1.218601,0.000277,0.165720,-25.727125,-0.413994,0.680998,0.930026,0.007905,0.351881,-0.047370,0.088116,0.307335,-0.133667,0.107192,0.264349,0.134834,0.009596,0.002716,0.006904,0.005924,0.015846,0.011147,0.027223,0.009809,0.024743,0.003604,0.009889,0.006474,0.008876,0.012451,0.001226,0.237710,0.013465,0.006709,0.246440,0.000299,0.028923,1.321830,0.480147,0.320818,0.116529,0.241359,0.148207,0.095072,0.215938,0.120011,0.096504,0.031265,0.123415,0.076487,0.005437,0.001463,0.007355,0.005483,0.019876,0.013041,0.021987,0.005248,0.024607,0.001137,0.003316,0.007067,0.007460,door
0.013459,0.028634,2.324692,0.079620,0.140648,0.054300,0.002308,0.004917,-23.484829,1.807845,-0.229251,0.566002,0.142808,0.088416,-0.070820,-0.041274,0.008479,0.132860,0.135594,0.339641,0.243911,0.080247,0.000564,0.046459,0.030063,0.003066,0.004214,0.086516,0.004561,0.015058,0.001360,0.030418,0.040905,0.031101,0.000635,0.013788,0.215229,0.007151,0.015853,0.004486,0.000638,0.000626,0.545650,0.077882,0.079602,0.028592,0.043095,0.068680,0.012688,0.065772,0.024793,0.005929,0.051334,0.045966,0.027525,0.021707,0.000149,0.014551,0.004221,0.000235,0.001145,0.016723,0.000261,0.004192,0.001384,0.002493,0.009989,0.005799,door
0.019176,0.022022,2.534326,0.086587,0.181526,0.058170,0.002486,0.012853,-28.069530,3.545497,0.900247,0.655879,0.177702,0.347257,0.184012,0.103845,0.049239,-0.030339,-0.015814,0.079069,-0.055680,0.027619,0.008571,0.039040,0.041391,0.144079,0.080031,0.052243,0.012423,0.020123,0.017178,0.037618,0.030515,0.042691,0.014730,0.019760,0.335683,0.023996,0.016800,0.075661,0.000933,0.009817,2.386384,0.434573,0.135886,0.083755,0.149551,0.067134,0.065585,0.139827,0.079852,0.054577,0.067448,0.063526,0.059222,0.010012,0.003631,0.018586,0.020520,0.064693,0.032628,0.021251,0.005766,0.011507,0.007526,0.012623,0.013623,0.015341,door
0.051494,0.036125,1.992054,0.122156,0.173291,0.158959,0.000293,0.012095,-21.899187,2.008611,0.974537,0.999080,0.111500,0.271977,-0.351085,0.114929,-0.431283,0.013129,-0.135892,-0.131500,0.284478,0.022681,0.005107,0.014537,0.022087,0.036862,0.069647,0.031714,0.005787,0.025111,0.035707,0.082252,0.105746,0.031560,0.029092,0.009726,0.225227,0.001554,0.006400,0.012247,0.000317,0.000308,0.382427,0.100251,0.022989,0.105383,0.018778,0.031216,0.006100,0.144751,0.014575,0.002099,0.087091,0.037999,0.049272,0.001200,0.001446,0.001630,0.004055,0.012533,0.017461,0.010630,0.003055,0.013624,0.012539,0.015175,0.006866,0.000980,door
0.022793,0.030185,2.406947,0.079078,0.154402,0.161017,0.002797,0.034237,-26.910570,3.418828,0.879588,0.647707,0.188670,0.427758,0.079700,0.056158,-0.023871,0.074779,-0.007734,0.058837,0.019424,0.027586,0.009619,0.034350,0.051612,0.157077,0.043283,0.043132,0.010134,0.024851,0.015590,0.043469,0.035571,0.045172,0.016201,0.027180,0.281453,0.025454,0.013956,0.266512,0.000734,0.051150,1.630625,0.671957,0.127640,0.080869,0.097779,0.054742,0.045830,0.069024,0.080814,0.047814,0.075193,0.098460,0.054554,0.016851,0.005751,0.017721,0.019264,0.042329,0.012357,0.009615,0.005599,0.008123,0.002758,0.018259,0.016696,0.009787,door
0.036180,0.031728,2.216394,0.076305,0.147689,0.165562,0.003292,0.034733,-26.882961,3.454158,0.958309,0.625735,0.155463,0.455034,0.137232,0.119745,-0.011471,0.041316,-0.037013,0.082261,0.024082,0.035926,0.007646,0.038426,0.052414,0.106837,0.057944,0.039824,0.015022,0.020742,0.019275,0.043807,0.029653,0.035210,0.019637,0.028820,0.290044,0.028861,0.012028,0.268823,0.000972,0.051030,1.761925,0.708017,0.145798,0.096274,0.080193,0.067723,0.041990,0.095177,0.088680,0.056165,0.070229,0.076213,0.062811,0.021163,0.002867,0.022867,0.019901,0.028930,0.016389,0.009157,0.006008,0.005786,0.006858,0.020747,0.016327,0.006352,door
0.020073,0.025358,2.380315,0.072481,0.161043,0.041680,0.001948,0.009897,-27.617499,3.701612,1.002036,0.645525,0.201510,0.427425,0.197758,0.133955,-0.003269,0.012627,-0.060219,0.033954,-0.002397,0.028759,0.008483,0.039566,0.052886,0.170768,0.036185,0.045412,0.013641,0.025326,0.047894,0.039548,0.031797,0.046878,0.015992,0.020764,0.336198,0.016996,0.014794,0.049999,0.000610,0.002636,1.662013,0.227385,0.058096,0.057115,0.081112,0.063267,0.024772,0.050773,0.047859,0.017292,0.031745,0.072243,0.019074,0.011865,0.004115,0.005403,0.022135,0.036745,0.012052,0.010730,0.003505,0.005114,0.009431,0.013993,0.012001,0.009649,door
0.006140,0.026739,2.173644,0.083444,0.170349,0.018707,0.011367,0.001016,-26.671186,1.566578,0.267142,0.787090,-0.068402,0.260939,0.155006,-0.010104,0.081657,0.027807,0.121188,0.069701,0.033567,0.004267,0.000206,0.035042,0.001807,0.001611,0.001727,0.005322,0.084732,0.003217,0.000752,0.022438,0.003270,0.029025,0.002860,0.012391,0.293132,0.014900,0.017382,0.011186,0.005001,0.000131,0.940417,0.213357,0.056370,0.062993,0.150584,0.052672,0.059084,0.034706,0.082167,0.060226,0.072705,0.078452,0.040249,0.002637,0.000124,0.017332,0.000986,0.001196,0.001190,0.004259,0.022679,0.003109,0.000354,0.013909,0.001812,0.003414,door
0.010845,0.003692,2.290814,0.107262,0.162557,0.176890,0.002034,0.022578,-26.920356,0.626256,0.439597,0.458220,0.199806,0.178989,0.216406,-0.080234,-0.105084,0.166989,0.201938,0.040448,0.061288,0.007736,0.000585,0.055578,0.004269,0.004448,0.004746,0.022201,0.016053,0.016229,0.002757,0.061747,0.002427,0.021288,0.002588,0.002835,0.371372,0.003105,0.038093,0.137499,0.001029,0.025674,1.363770,1.018880,0.126641,0.069935,0.098095,0.079764,0.094298,0.135070,0.178286,0.084954,0.039726,0.032426,0.038113,0.005634,0.000452,0.008155,0.003705,0.003624,0.003069,0.015198,0.007195,0.007950,0.002005,0.015648,0.001056,0.001659,door
0.003934,0.063215,2.483087,0.102464,0.192136,0.043591,0.012421,0.005890,-27.158762,1.644186,0.113253,0.624668,0.152270,0.146697,0.074785,0.191275,-0.029040,-0.010212,0.135936,0.037858,-0.009576,0.002514,0.000360,0.028722,0.001433,0.001204,0.001097,0.003400,0.023648,0.003780,0.000765,0.101080,0.003271,0.028860,0.002274,0.051199,0.601928,0.018085,0.030599,0.047377,0.006659,0.009906,2.702901,0.477859,0.121161,0.147223,0.113141,0.053878,0.042702,0.062078,0.067607,0.046042,0.053571,0.076463,0.034817,0.001789,0.000411,0.010645,0.000810,0.000865,0.000749,0.002080,0.011492,0.002526,0.000601,0.029428,0.002606,0.006305,door
0.039465,0.003727,2.039049,0.122762,0.140745,0.623476,0.001452,0.087391,-26.269874,-0.086715,0.510359,0.683142,0.366355,0.281422,0.469952,0.071239,-0.216284,0.070461,0.224225,0.078206,-0.078248,0.006543,0.001440,0.023441,0.005791,0.007574,0.003871,0.008861,0.019386,0.017737,0.006870,0.041245,0.006879,0.012234,0.017815,0.003317,0.229034,0.017100,0.022995,0.394772,0.001279,0.062427,2.477701,0.708870,0.219125,0.064004,0.123385,0.092707,0.187185,0.067525,0.085231,0.101238,0.056288,0.037053,0.119772,0.002870,0.000695,0.011075,0.004833,0.002217,0.003342,0.002976,0.013391,0.007139,0.002726,0.016331,0.008422,0.004491,door
0.004968,0.025962,2.738533,0.080079,0.143901,0.069614,0.004614,0.004747,-24.756261,1.626816,0.579630,0.468063,0.176117,0.228448,0.129856,0.168696,-0.124992,0.166452,0.127092,0.120502,-0.055571,0.013688,0.003086,0.022276,0.003771,0.003357,0.003061,0.017593,0.088591,0.010822,0.002802,0.021799,0.015415,0.026334,0.002455,0.017442,0.274214,0.014521,0.029465,0.045250,0.003086,0.004056,1.274698,0.554233,0.175246,0.080714,0.084757,0.026701,0.056077,0.128427,0.110512,0.062865,0.073605,0.061460,0.051510,0.007135,0.002403,0.014169,0.001610,0.001754,0.001378,0.011697,0.024648,0.009334,0.002482,0.008702,0.007161,0.004997,door
0.003254,0.048381,2.640421,0.077173,0.144380,0.043127,0.004645,0.002326,-25.817593,1.422129,0.531793,0.316609,0.131799,0.199123,0.295887,0.382910,-0.038334,0.162519,0.090443,0.247421,0.091433,0.004647,0.001238,0.018851,0.001595,0.001302,0.003010,0.004167,0.123441,0.003768,0.001788,0.012740,0.002979,0.033533,0.002011,0.034349,0.301927,0.009269,0.026449,0.031898,0.002799,0.002471,1.854524,0.584743,0.084846,0.150234,0.084659,0.120000,0.152513,0.072193,0.077454,0.084275,0.099121,0.072455,0.059198,0.004652,0.001303,0.010783,0.001110,0.000868,0.002252,0.003087,0.019466,0.002874,0.001747,0.007059,0.002895,0.005456,door
0.009071,0.004999,2.577228,0.079625,0.158187,0.075057,0.010108,0.005896,-28.233966,1.704606,0.722989,0.512880,0.048738,0.258707,0.034458,0.242026,0.043351,0.065513,0.195403,0.097175,-0.165468,0.015580,0.011043,0.015098,0.004666,0.012573,0.004471,0.008143,0.097271,0.008274,0.009961,0.008727,0.006044,0.027061,0.002683,0.004244,0.300792,0.015235,0.022794,0.047556,0.006259,0.002213,1.786855,0.753162,0.248384,0.101606,0.169982,0.073946,0.101175,0.097951,0.074811,0.092760,0.083355,0.071951,0.068095,0.008022,0.004515,0.007113,0.001618,0.004963,0.001801,0.004421,0.025605,0.003920,0.003946,0.003751,0.004291,0.006547,door
0.008037,0.039694,2.912406,0.072248,0.143089,0.040340,0.004421,0.002655,-25.632918,2.103690,0.373008,0.237254,0.276881,0.349741,0.133705,0.310268,0.085221,0.056428,0.204235,-0.093105,0.016772,0.014728,0.001459,0.033796,0.003752,0.011844,0.002603,0.005834,0.022508,0.005630,0.011259,0.042372,0.357369,0.097587,0.003911,0.026296,0.173415,0.019245,0.025168,0.032818,0.002450,0.000623,1.121871,0.393742,0.129517,0.163588,0.076832,0.133282,0.070957,0.052528,0.048018,0.027254,0.071240,0.033723,0.069079,0.009211,0.000580,0.012319,0.002345,0.005977,0.002180,0.005214,0.005825,0.003725,0.004406,0.016410,0.097667,0.025028,door
0.008392,0.022973,2.704182,0.077433,0.161174,0.036010,0.002595,0.004585,-27.016082,2.532716,0.208799,0.426211,0.153174,0.256025,-0.081957,0.293339,0.203486,0.116230,0.065007,-0.139365,-0.167407,0.023951,0.001059,0.032023,0.002105,0.009512,0.001608,0.012845,0.030606,0.012231,0.009546,0.052639,0.285710,0.077648,0.003745,0.014394,0.204621,0.017370,0.023193,0.029405,0.000899,0.001031,1.032653,0.302836,0.045483,0.128597,0.097343,0.107726,0.064500,0.059836,0.047892,0.039100,0.058640,0.044706,0.047524,0.007264,0.000555,0.008627,0.000779,0.002319,0.000433,0.005141,0.008055,0.004447,0.001833,0.016292,0.064456,0.016196,door
0.016041,0.007928,2.576472,0.063139,0.142164,0.156750,0.011707,0.027655,-26.692144,2.874551,0.689546,0.500013,-0.117832,0.251063,-0.128694,0.079377,0.124356,0.078308,0.064110,0.050381,-0.031123,0.003564,0.000618,0.026483,0.003733,0.006731,0.003919,0.011797,0.088711,0.019328,0.003850,0.025128,0.009336,0.024856,0.007582,0.002184,0.201010,0.017194,0.011467,0.173203,0.004026,0.030001,1.172793,0.650169,0.212907,0.127276,0.128095,0.100891,0.085279,0.061007,0.092764,0.099055,0.087064,0.051167,0.062415,0.000917,0.000221,0.008771,0.001366,0.001933,0.001931,0.004270,0.022286,0.010130,0.002630,0.011733,0.002501,0.004501,door
0.009982,0.025450,3.004833,0.060046,0.118594,0.051376,0.004107,0.002548,-26.043355,1.999825,1.004743,0.189749,0.026597,0.402532,0.028598,0.035558,0.029068,0.136169,-0.099762,0.154443,0.000018,0.049474,0.000532,0.025957,0.033117,0.003360,0.004023,0.027305,0.097205,0.006808,0.000444,0.022733,0.027982,0.030030,0.007850,0.016309,0.133870,0.020674,0.018275,0.047498,0.002879,0.000352,1.113472,0.409015,0.146578,0.090701,0.095944,0.182334,0.106669,0.098099,0.095923,0.069794,0.054344,0.095059,0.063289,0.022527,0.000201,0.016024,0.020001,0.003093,0.001665,0.009127,0.019750,0.003452,0.000204,0.007474,0.016560,0.003032,door
0.011172,0.019384,2.825208,0.067200,0.132691,0.043108,0.003119,0.002743,-26.213569,2.151723,0.807578,0.181852,0.078107,0.160338,0.127899,0.053381,0.172395,0.052894,-0.030220,0.130519,0.036602,0.055097,0.000691,0.029915,0.080989,0.007465,0.004677,0.033911,0.081201,0.008904,0.001213,0.024617,0.023846,0.031193,0.005308,0.009839,0.219217,0.013515,0.020593,0.028585,0.001435,0.000121,0.763203,0.317659,0.118258,0.080862,0.158494,0.129702,0.076806,0.058738,0.060838,0.058766,0.060760,0.043724,0.024932,0.018051,0.000212,0.013328,0.030088,0.005228,0.003535,0.012716,0.013496,0.005998,0.000517,0.008581,0.016995,0.005565,door
0.009076,0.025121,2.988892,0.058754,0.130269,0.030049,0.004001,0.002667,-26.798445,2.098083,0.851720,0.439632,0.138517,0.369760,0.010535,0.142972,0.060286,0.021965,0.061770,0.106833,0.024857,0.048325,0.000466,0.029726,0.078681,0.006087,0.002928,0.039030,0.091817,0.005860,0.000876,0.019932,0.030984,0.033647,0.005854,0.012504,0.205796,0.016150,0.028955,0.023372,0.001889,0.000081,0.950014,0.216873,0.168942,0.073522,0.070399,0.056695,0.052451,0.060000,0.088712,0.083685,0.038303,0.059253,0.041797,0.017466,0.000318,0.015679,0.026849,0.004025,0.002102,0.015683,0.018830,0.004673,0.000648,0.007777,0.021551,0.002938,door
0.022004,0.018565,2.801605,0.092156,0.148698,0.156548,0.002080,0.021728,-24.954767,2.110916,0.553184,-0.186020,0.032261,0.509066,0.149306,0.322806,0.204001,0.065986,-0.084708,0.183555,-0.180579,0.015094,0.002650,0.015172,0.012744,0.009569,0.011867,0.018955,0.028562,0.065445,0.007209,0.047365,0.266709,0.074124,0.006959,0.013209,0.246492,0.029364,0.034465,0.099866,0.000725,0.017832,1.079928,0.263117,0.093658,0.092025,0.056847,0.051126,0.038827,0.026141,0.064620,0.055524,0.044843,0.057796,0.077031,0.005814,0.001419,0.003718,0.003864,0.006692,0.006302,0.016635,0.012199,0.036105,0.002227,0.025309,0.084141,0.020508,door
0.013198,0.014076,2.972951,0.066492,0.126173,0.083860,0.001507,0.009561,-24.225945,2.382478,0.621850,0.477580,0.092876,0.151058,-0.081421,0.135419,-0.080184,0.129735,0.170220,-0.111362,0.008159,0.021182,0.003816,0.054059,0.017216,0.011359,0.011902,0.033735,0.033384,0.040990,0.006306,0.035207,0.117494,0.037490,0.003572,0.010062,0.103142,0.015178,0.013443,0.062152,0.000787,0.001496,1.091190,0.450602,0.310326,0.083904,0.075224,0.097649,0.037352,0.070262,0.173806,0.149863,0.131006,0.107210,0.096350,0.012260,0.001803,0.027789,0.015649,0.004052,0.006561,0.023720,0.008823,0.025432,0.002157,0.017856,0.061240,0.013957,door
0.015643,0.014437,2.759469,0.088341,0.155436,0.052616,0.002194,0.005175,-25.547552,1.928936,-0.330011,0.542160,0.084744,0.014694,0.078281,-0.118149,0.100648,0.139846,0.101141,0.003183,0.191422,0.019051,0.000650,0.008888,0.025564,0.003806,0.002701,0.041356,0.002996,0.237862,0.003968,0.060903,0.045346,0.068160,0.003659,0.014738,0.274330,0.007107,0.013088,0.017091,0.000647,0.004857,1.421740,0.184353,0.148060,0.122454,0.090718,0.078691,0.066371,0.076370,0.085456,0.072042,0.108037,0.031114,0.041089,0.012025,0.000165,0.003064,0.010391,0.001274,0.000427,0.021875,0.002024,0.138863,0.001840,0.007712,0.025490,0.033983,door
